"place_id","name","neighborhood","latitude","longitude","tags","short_description","emoji"
"place_544","Genesis House","Meatpacking District",40.74149,-74.00816,"{cafe,restaurant}","korean tea house","🫖"
"place_545","Ten Thousand Coffee","Garment District",40.75324,-73.98699,"{cafe}","korean-aussie cafe","☕"
"place_546","Saint Tuesday","Chinatown",40.71835,-74.00222,"{bar}","jazz speakeasy","🎷"
"place_547","Vinegar Hill House","Brooklyn",40.70276,-73.98125,"{bar,restaurant}","new american garden","🌳"
"place_548","Laut","Union Square",40.73758,-73.9911,"{restaurant}","southeast asian kitchen","🌶"
"place_549","Old Friend Photobooth","Lower East Side",40.72052,-73.99,"{destination}","vintage photobooth","📸"
"place_550","Georgia Room","Kips Bay",40.7398,-73.98439,"{bar,night_club}","dance bar","💃"
"place_551","Dobbin Street Vintage Co-op","Greenpoint",40.72467,-73.9541,"{shop}","vintage furniture","🪑"
"place_552","Ralph's Coffee","Upper East Side",40.77166,-73.96577,"{cafe}","ralph lauren cafe","☕"
"place_553","Glace NY","Carnegie Hill",40.78383,-73.95689,"{shop}","hot chocolate & ice cream","🍫"
"place_554","SUMMIT One Vanderbilt","Midtown East",40.75277,-73.97873,"{culture}","observation deck","🌆"
"place_555","MADRE","Greenpoint",40.73301,-73.95788,"{restaurant}","international fine dining","🍽"
"place_556","Experimental Cocktail Club","Flatiron District",40.74254,-73.99033,"{bar}","basement speakeasy","🥃"
"place_557","Spes","East Village",40.72982,-73.98273,"{restaurant}","natural wine & pasta","🍷"
"place_558","RHYTHM ZERO | WEST VILLAGE","West Village",40.73327,-74.00429,"{cafe}","coffee & croissants","☕"
"place_559","Cosme","Flatiron District",40.7396,-73.98836,"{restaurant}","upscale mexican","🌮"
"place_560","Cellar 36","Two Bridges",40.71255,-73.99427,"{bar}","wine & oysters","🦪"
"place_561","OKDONGSIK New York","Midtown South",40.74569,-73.98537,"{restaurant}","korean comfort food","🥘"
"place_562","SHINN EAST","East Village",40.72656,-73.98426,"{restaurant}","value omakase","🍣"
"place_563","Lingo","Greenpoint",40.72986,-73.95973,"{restaurant}","japanese fusion","🍱"
"place_564","Fanelli Café","SoHo",40.72463,-73.99878,"{cafe,restaurant}","historic pub","🍺"
"place_565","MoMA PS1","Queens",40.7456,-73.9471,"{culture}","contemporary art","🎨"
"place_566","Felix Roasting Co.","Midtown South",40.74503,-73.98316,"{cafe}","coffee garden","☕"
"place_567","Kimura","East Village",40.72903,-73.98822,"{restaurant}","japanese hot pot","🍲"
"place_568","Somtum Der","East Village",40.72524,-73.98434,"{bar,restaurant}","isan thai","🌶"
"place_569","Artists & Fleas Williamsburg","Brooklyn",40.7199,-73.96125,"{shop}","weekend flea market","🎪"
"place_570","The Original Chinatown Ice Cream Factory","Chinatown",40.71544,-73.99815,"{shop}","asian ice cream","🍦"
"place_571","Kinokuniya New York","Theater District",40.75411,-73.98499,"{book_store,shop}","japanese bookstore","📚"
"place_572","Carnitas Ramirez","Alphabet City",40.72247,-73.9828,"{restaurant}","carnitas tacos","🌮"
"place_573","TONCHIN BROOKLYN","Brooklyn",40.71676,-73.9617,"{restaurant}","michelin ramen","🍜"
"place_574","Beacon's Closet","Greenpoint",40.72363,-73.95258,"{shop}","vintage threads","👕"
"place_575","Birria-Landia","Brooklyn",40.71428,-73.9525,"{restaurant}","birria truck","🌮"
"place_576","maman","Little Italy",40.72029,-73.99839,"{cafe,restaurant}","french cafe & bakery","🥖"
"place_577","Malai","Brooklyn",40.68274,-73.99338,"{shop}","south asian ice cream","🍦"
"place_578","Books Are Magic","Brooklyn",40.684,-73.99207,"{book_store,shop}","indie bookstore","📚"
"place_579","Haenyeo","Park Slope",40.67519,-73.98111,"{restaurant}","korean fusion","🌶"
"place_580","SEOUL SALON NYC","Koreatown",40.74831,-73.98662,"{restaurant}","korean fusion","🍸"
"place_581","All'Antico Vinaio","Hell's Kitchen",40.75974,-73.98828,"{restaurant}","italian subs","🥖"
"place_582","Fini Pizza","Brooklyn",40.71346,-73.96177,"{restaurant}","pizza slices","🍕"
"place_583","Domino Park","Brooklyn",40.71488,-73.96785,"{nature}","waterfront park","🌳"
"place_584","Gospel","Little Italy",40.72395,-73.99604,"{night_club,bar,restaurant}","tribal house club","🪩"
"place_585","Little Flower Cafe","Queens",40.75799,-73.9321,"{cafe}","breakfast cafe","🥪"
"place_586","LÀ LÁ Bakeshop NYC",,40.72647,-73.98945,"{bakery}","vietnamese bakery","🥐"
"place_587","Emilio's Ballato","Little Italy",40.72455,-73.9945,"{bar,restaurant}","italian red sauce","🍝"
"place_588","The Fleur Room","Flower District",40.74645,-73.99089,"{bar}","rooftop latin","💃"
"place_589","Kettl Tea","NoHo",40.72666,-73.99193,"{destination}","matcha & soba tea","🍵"
"place_590","Adel's Famous Halal Food","Theater District",40.75919,-73.98115,"{restaurant}","halal cart","🥙"
"place_591","Brooklyn Ball Factory","Brooklyn",40.70722,-73.94588,"{restaurant}","japanese cafe","🍱"
"place_592","Tompkins Square Bagels","Union Square",40.7375,-73.99075,"{bakery}","bagel sandwiches","🥯"
"place_593","The Snail",,40.72201,-73.94936,"{restaurant}","american bistro","🍸"
"place_594","Shakespeare & Co","Upper West Side",40.77644,-73.98183,"{book_store,shop}","book cafe","📚"
"place_595","Jungsik","Tribeca",40.71883,-74.00908,"{restaurant}","korean-french fusion","🍷"
"place_596","Chef Katsu Brooklyn","Brooklyn",40.6868,-73.96632,"{restaurant}","japanese burgers","🍔"
"place_597","Cafe Ambrosia New York",,40.74768,-74.00371,"{cafe}","coffee & pastries","☕"
"place_598","Only Love Strangers","Lower East Side",40.72261,-73.98852,"{night_club,bar,restaurant}","jazz supper club","🎷"
"place_599","Atoboy","Rose Hill",40.74366,-73.98449,"{restaurant}","korean tasting menu","🍶"
"place_600","Sunn’s",,40.71438,-73.99097,"{bar}","korean-italian fusion","🍝"
"place_601","Million Goods","Greenpoint",40.72753,-73.95701,"{bar}","natural wine garden","🍷"
"place_602","Agi's Counter","Brooklyn",40.67001,-73.95838,"{restaurant}","jewish-hungarian cafe","🥨"
"place_603","Seoul Sweets",,40.74694,-73.98602,"{shop}","korean dessert cafe","🍡"
"place_604","San Sabino","West Village",40.73802,-74.00216,"{restaurant}","italian seafood","🦐"
"place_605","George Bang Bang","Midtown South",40.74569,-73.98537,"{bar}","shanghai speakeasy","🍸"
"place_606","Butler","Brooklyn",40.70328,-73.99233,"{cafe,bakery}","breakfast cafe","🥪"
"place_607","Red Gate Bakery","East Village",40.7237,-73.98885,"{bakery}","artisanal bakery","🥖"
"place_608","Levain Bakery – NoHo, NYC","NoHo",40.72622,-73.99469,"{bakery}","oversized cookies","🍪"
"place_609","Shinji's","Flatiron District",40.74075,-73.99315,"{bar}","japanese cocktails","🍸"
"place_610","Corto","Brooklyn",40.68242,-73.94329,"{cafe,restaurant}","italian cafe","🥖"
"place_611","TUMBAO","Chinatown",40.71526,-73.99143,"{shop}","latin boutique","🌺"
"place_612","Nomad Tea Parlour","NoMad",40.74463,-73.98767,"{restaurant}","elevated hk chinese","🏮"
"place_613","Hotel Delmano","Brooklyn",40.71972,-73.95802,"{bar}","oyster martini bar","🦪"
"place_614","Good Guy's","Lower East Side",40.7189,-73.99138,"{bar}","vinyl bar & bites","💿"
"place_615","DOMODOMO New York","Greenwich Village",40.72801,-74.00162,"{restaurant}","fusion sushi","🍱"
"place_616","Union Pool","Brooklyn",40.71497,-73.95145,"{bar}","live music & tacos","🎸"
"place_617","Carpenters Workshop Gallery","Midtown East",40.76122,-73.97498,"{culture}","design gallery","🎨"
"place_618","The Blond","SoHo",40.71922,-74.00012,"{bar,night_club}","upscale lounge","🥂"
"place_619","Spicy Village","Chinatown",40.717,-73.99342,"{restaurant}","henan noodles","🥢"
"place_620","Peter Luger Steak House","Brooklyn",40.70988,-73.96251,"{restaurant}","german steakhouse","🥩"
"place_621","Caffe Reggio","Greenwich Village",40.73031,-74.00037,"{cafe}","late-night italian","☕"
"place_622","The Highlight Room","Lower East Side",40.71919,-73.99421,"{night_club,bar}","rooftop dancing","💃"
"place_623","Mokyo","East Village",40.72714,-73.98395,"{restaurant}","korean tapas","🌶"
"place_624","Liz's Book Bar","Carroll Gardens Historic District",40.68122,-73.99408,"{book_store,bar}","books and wine","📚"
"place_625","PERROTIN NEW YORK","Lower East Side",40.71959,-73.98925,"{culture}","art gallery","🎨"
"place_626","Pianos","Lower East Side",40.72105,-73.98773,"{night_club,restaurant,bar}","indie music venue","🎸"
"place_627","The West Brooklyn","Brooklyn",40.71181,-73.95144,"{bar,cafe}","coffee to cocktails","🍸"
"place_628","Sweet Rehab","SoHo",40.72679,-74.00201,"{bakery,bar}","french patisserie","🥐"
"place_629","Plus de Vin","Brooklyn",40.71849,-73.94528,"{bar}","natural wine garden","🍷"
"place_630","BAR GOTO","Lower East Side",40.72278,-73.98989,"{bar,restaurant}","japanese cocktails","🍸"
"place_631","Lillie's Victorian Establishment","Theater District",40.76161,-73.98595,"{bar,restaurant}","victorian gastropub","🍺"
"place_632","Frankel's Delicatessen & Appetizing","Greenpoint",40.72391,-73.95102,"{bakery,restaurant}","jewish deli","🥯"
"place_633","KENKA","East Village",40.72914,-73.98847,"{restaurant}","japanese izakaya","🍶"
"place_634","Bleecker Street Pizza","West Village",40.7322,-74.0034,"{restaurant}","late-night pizza","🍕"
"place_635","7th Street Burger East Village","East Village",40.72693,-73.98536,"{restaurant}","smash burgers","🍔"
"place_636","Ace Hotel New York","NoMad",40.7457,-73.98836,"{lodging}","hotel workspace","💻"
"place_637","Faicco’s Italian Specialties","West Village",40.73112,-74.00312,"{shop}","italian deli","🥖"
"place_638","Urban Backyard","Little Italy",40.72081,-73.9966,"{cafe}","coffee & cupcakes","🧁"
"place_639","Rezdôra","Flatiron District",40.73908,-73.98904,"{restaurant}","handmade pasta","🍝"
"place_640","Variety Coffee Roasters","Chelsea District",40.7452,-73.99456,"{cafe}","european cafe","☕"
"place_641","Verōnika","Flatiron District",40.73932,-73.9866,"{destination}","museum bar & resto","🍸"
"place_642","Rosemary's","West Village",40.73484,-73.9998,"{restaurant}","rooftop italian","🍝"
"place_643","Hanamizuki Cafe","Chelsea District",40.74754,-73.9916,"{cafe,restaurant}","japanese cafe","🍙"
"place_644","BEAM","Brooklyn",40.7159,-73.96647,"{shop}","quirky home decor","🪑"
"place_645","Mari","Hell's Kitchen",40.76153,-73.99065,"{restaurant}","korean hand rolls","🌯"
"place_646","Mezzrow","West Village",40.7346,-74.00192,"{night_club,bar}","underground jazz","🎹"
"place_647","Yu & Me Books","Chinatown",40.71498,-73.99957,"{book_store,shop}","asian american bookstore","📚"
"place_648","Thayer","Alphabet City",40.72472,-73.98128,"{cafe}","coffee & wine cafe","☕"
"place_649","Subject: A Cocktail Bar","Lower East Side",40.72144,-73.98474,"{bar}","craft cocktail bar","🍸"
"place_650","IPPUDO NY","East Village",40.73095,-73.99029,"{restaurant}","modern ramen","🍜"
"place_651","Nitehawk Cinema","Brooklyn",40.71597,-73.96258,"{activity,restaurant}","dine-in cinema","🎬"
"place_652","Little Ruby's West Village","West Village",40.73406,-74.00278,"{restaurant}","aussie brunch","🥑"
"place_653","Kora","Queens",40.74188,-73.91942,"{bakery,cafe}","filipino donuts","🍩"
"place_654","Cathédrale Restaurant","East Village",40.73153,-73.9892,"{restaurant}","french-mediterranean","✨"
"place_655","Cafe Mogador","Brooklyn",40.71974,-73.95997,"{restaurant}","moroccan tagine","🍯"
"place_656","Fan Fan Doughnuts","Brooklyn",40.68908,-73.95706,"{bakery}","artisanal donuts","🍩"
"place_657","The Pastry Box","Alphabet City",40.72888,-73.98046,"{bakery,cafe}","cookie bakery","🍪"
"place_658","Forsythia NYC","Lower East Side",40.72254,-73.99249,"{restaurant}","homemade pasta","🍝"
"place_659","Nippon Cha | Williamsburg","Brooklyn",40.71695,-73.95891,"{shop}","matcha cafe","🍵"
"place_660","Jade & Clover","Lower East Side",40.71978,-73.99345,"{bar}","asian-irish cocktails","🍸"
"place_661","GERTIE","Brooklyn",40.71243,-73.95554,"{cafe,bakery,bar,restaurant}","all-day brunch","🍳"
"place_662","Saturdays NYC Crosby St","SoHo",40.72074,-73.99935,"{cafe}","surf cafe","🏄"
"place_663","ATTI","Downtown Brooklyn",40.6884,-73.9829,"{restaurant}","korean bbq","🥩"
"place_664","The Hoxton, Williamsburg","Brooklyn",40.72083,-73.95876,"{bar,restaurant,lodging}","rooftop hotel","🏨"
"place_665","Little Canal","Chinatown",40.71431,-73.99042,"{restaurant,cafe,bar}","coffee & cocktails","☕"
"place_666","Frankies 457 Spuntino","Brooklyn",40.67739,-73.99815,"{restaurant,bar}","tuscan garden","🍝"
"place_667","Mast Books","Alphabet City",40.72472,-73.98433,"{book_store,shop}","indie bookstore","📚"
"place_668","HOJOKBAN NYC","Midtown South",40.74573,-73.98478,"{restaurant}","korean galbi","🐯"
"place_669","da Toscano","Greenwich Village",40.73053,-74.00122,"{restaurant}","italian pasta","🍝"
"place_670","Emily: West Village","West Village",40.72937,-74.00386,"{restaurant}","detroit pizza & burgers","🍕"
"place_671","QC NY SPA","Manhattan",40.69275,-74.01782,"{selfcare,health}","waterfront spa","💆"
"place_672","Urban Hawker","Theater District",40.76069,-73.98213,"{destination}","hawker food hall","🍗"
"place_673","Mya & Brooklyn Coffee Bakery","Brooklyn",40.71765,-73.954,"{cafe,bakery,restaurant}","turkish cafe","🫔"
"place_674","Chelsea Flea","Flatiron District",40.74382,-73.99034,"{destination}","vintage flea market","🏺"
"place_675","Ace Hotel Brooklyn","Boerum Hill",40.68784,-73.98373,"{lodging}","cowork hotel","💻"
"place_676","The Spaniard","West Village",40.73275,-74.00218,"{bar,restaurant}","whiskey gastropub","🥃"
"place_677","Black Mountain Wine House","Brooklyn",40.68089,-73.99151,"{bar,restaurant}","wine & bites","🍷"
"place_678","Nom Wah Tea Parlor","Chinatown",40.71451,-73.99819,"{restaurant}","vintage dim sum","🥟"
"place_679","Pig and Khao","Lower East Side",40.71929,-73.9848,"{bar,restaurant}","filipino-thai fusion","🥢"
"place_680","Martha's Country Bakery","Brooklyn",40.71492,-73.96054,"{bakery}","old-fashioned bakery","🥮"
"place_681","Grand Bazaar NYC","Upper West Side",40.78039,-73.97706,"{shop}","sunday flea market","🛍"
"place_682","New York Botanical Garden","The Bronx",40.86229,-73.87739,"{nature,culture}","botanical gardens","🌺"
"place_683","Pier 57","Chelsea",40.74342,-74.00901,"{nature,restaurant}","waterfront food hall","🌊"
"place_684","Ivan Ramen","Lower East Side",40.72058,-73.98452,"{restaurant}","ramen & izakaya","🍜"
"place_685","Casa Magazines","West Village",40.73766,-74.0045,"{book_store,shop}","magazine shop","📖"
"place_686","Bathhouse Williamsburg","Brooklyn",40.72059,-73.95751,"{selfcare,health}","bath house","🧖"
"place_687","Hauser & Wirth","Chelsea District",40.74765,-74.00674,"{culture}","gallery & books","🎨"
"place_688","Rizzoli Bookstore","Flatiron District",40.74357,-73.98918,"{book_store,shop}","art bookstore","📚"
"place_689","Angelika Film Center & Cafe - New York","Greenwich Village",40.72591,-73.99717,"{activity,cafe}","indie cinema","🎬"
"place_690","Up Thai","Lenox Hill",40.76995,-73.95786,"{restaurant}","thai street food","🏮"
"place_691","Demo","West Village",40.72993,-74.003,"{restaurant,bar}","seafood & tapas","🦐"
"place_692","C'H'C'M'","NoHo",40.727,-73.9946,"{shop}","luxury menswear","👔"
"place_693","LAAMS","Lower East Side",40.7176,-73.99016,"{shop,culture,book_store}","art & vintage collective","🎨"
"place_694","Vessel","Hudson Yards",40.75381,-74.00215,"{destination}","honeycomb tower","🍯"
"place_695","Chama Mama","Chelsea District",40.73844,-73.9989,"{restaurant}","georgian comfort","🥟"
"place_696","Darling","Midtown",40.76462,-73.97534,"{bar,night_club}","rooftop lounge","🌅"
"place_697","Kochi","Hell's Kitchen",40.76199,-73.99347,"{restaurant}","korean tasting menu","🍶"
"place_698","Bar Laika by e-flux","Brooklyn",40.687,-73.96209,"{bar}","japanese disco","🎧"
"place_699","Mace","Greenwich Village",40.7331,-73.9981,"{bar}","craft cocktails","🍸"
"place_700","Gotan","Tribeca",40.7192,-74.00662,"{cafe,restaurant}","industrial cafe","☕"
"place_701","Ayat East Village","Alphabet City",40.72425,-73.97899,"{restaurant}","palestinian kitchen","🫓"
"place_702","La Cantine","Bushwick",40.70668,-73.92057,"{restaurant,cafe,bar}","french bistro","🥖"
"place_703","Ophelia Lounge NYC","Turtle Bay",40.7534,-73.96617,"{night_club,bar,restaurant}","rooftop lounge","🌆"
"place_704","Bunny&Bro Coffee","Chelsea District",40.74712,-73.99178,"{cafe}","laptop cafe","💻"
"place_705","Lady Wong Patisserie East Village","East Village",40.72851,-73.98615,"{bakery,cafe,restaurant}","asian patisserie","🧁"
"place_706","Di An Di","Greenpoint",40.72965,-73.95828,"{restaurant}","viet fusion","🌿"
"place_707","Omusubi Gonbei","Murray Hill",40.75089,-73.97711,"{restaurant}","grocery onigiri","🍙"
"place_708","Shibui Spa","Tribeca",40.71985,-74.00985,"{selfcare}","japanese spa","💆"
"place_709","Samwoojung","Chelsea District",40.74902,-73.99031,"{restaurant}","korean bbq & noodles","🥢"
"place_710","Chapel Bar","Flatiron District",40.73902,-73.98698,"{bar}","church speakeasy","🍸"
"place_711","Madame Vo","East Village",40.72926,-73.9861,"{restaurant}","vietnamese pho","🍜"
"place_712","Wo Hop","Chinatown",40.71428,-73.99892,"{restaurant}","chinatown dim sum","🥟"
"place_713","Spicy Moon West Village","Greenwich Village",40.72936,-73.9983,"{restaurant}","vegan szechuan","🌶"
"place_714","Paragon","Brooklyn",40.69611,-73.93407,"{bar}","techno club","🪩"
"place_715","Casetta","Chinatown",40.7159,-73.99032,"{cafe,bar}","french wine bar","🍷"
"place_716","Swallow Cafe","Cobble Hill Historic District",40.69003,-73.99462,"{cafe}","two-story cafe","☕"
"place_717","Procell","Lower East Side",40.71997,-73.99366,"{shop}","luxury vintage","💎"
"place_718","La Compagnie, Centre Street","Little Italy",40.72052,-73.99817,"{bar}","wine & small plates","🍷"
"place_719","Bathtub Gin","Chelsea District",40.74357,-74.00316,"{bar,restaurant}","gin & burlesque","🎭"
"place_720","Bossa Nova Civic Club","Bushwick",40.69793,-73.92788,"{bar}","tropical dance club","💃"
"place_721","Yi Ji Shi Mo","Chinatown",40.71819,-73.99575,"{restaurant}","rice roll takeout","🥢"
"place_722","Ops","Bushwick",40.70261,-73.91719,"{bar,restaurant}","sourdough pizza & wine","🍕"
"place_723","Bánh","Bloomingdale",40.80088,-73.96568,"{restaurant}","vietnamese kitchen","🥖"
"place_724","9/11 Memorial & Museum","Financial District",40.71158,-74.01334,"{culture,nature}","9/11 memorial","🕊"
"place_725","Crevette",,40.72963,-74.00267,"{restaurant}","euro seafood","🦪"
"place_726","Big Night","Greenpoint",40.73039,-73.95746,"{shop}","kitchen & pantry","🧀"
"place_727","Little Ruby's East Village","East Village",40.73108,-73.98836,"{restaurant}","aussie brunch","🥑"
"place_728","C&B","Alphabet City",40.72514,-73.98166,"{cafe}","egg sandwich cafe","🥪"
"place_729","Casa Cruz","Upper East Side",40.76438,-73.97,"{restaurant}","upscale italian","🍝"
"place_730","Nako",,40.69319,-73.99875,"{cafe}","coffee & pastries","☕"
"place_731","Woorijip","Koreatown",40.74741,-73.98657,"{restaurant}","korean lunch buffet","🍚"
"place_732","Sushi Nakazawa","West Village",40.7318,-74.00455,"{restaurant}","intimate omakase","🍱"
"place_733","Statue of Liberty","Manhattan",40.68925,-74.0445,"{destination}","statue of liberty","🗽"
"place_734","Rooftop Cinema Club Midtown","Midtown South",40.75118,-73.98592,"{activity,bar}","rooftop movies","🎬"
"place_735","Cellar Dog","West Village",40.73364,-74.0032,"{bar}","jazz & games bar","🎷"
"place_736","New Museum","Lower East Side",40.72234,-73.99289,"{culture}","contemporary art","🎨"
"place_737","Pocha 32","Koreatown",40.74772,-73.98638,"{bar,restaurant}","soju & bar food","🍶"
"place_738","Lévy Gorvy Dayan","Upper East Side",40.767,-73.9694,"{culture}","art museum","🎨"
"place_739","Nitehawk Cinema","Park Slope",40.66163,-73.97982,"{activity}","dine-in cinema","🎬"
"place_740","& son","SoHo",40.72694,-74.00222,"{shop}","fashion boutique","👕"
"place_741","The Frick Collection","Upper East Side",40.77109,-73.96739,"{culture}","european art mansion","🎨"
"place_742","Fiaschetteria “Pistoia”","West Village",40.73309,-74.00535,"{restaurant}","tuscan pasta","🍝"
"place_743","Bandits Diner + Dive","West Village",40.73042,-74.00411,"{bar}","retro dive","🍸"
"place_744","Fouquet's New York","Tribeca",40.72362,-74.00975,"{lodging}","luxury hotel","🏨"
"place_745","Unnameable Books","Brooklyn",40.67885,-73.96826,"{book_store,shop}","indie bookstore","📚"
"place_746","Ace's Pizza","Brooklyn",40.71506,-73.95837,"{restaurant}","detroit pizza","🍕"
"place_747","Still Here","Little Italy",40.72409,-73.99334,"{shop}","denim boutique","👖"
"place_748","Spoonbill & Sugartown Books","Brooklyn",40.71668,-73.95923,"{book_store,shop}","art books","📚"
"place_749","GupShup","Gramercy",40.73688,-73.98764,"{bar,restaurant}","modern indian","🍛"
"place_750","Tha Phraya","Yorkville",40.77453,-73.95451,"{restaurant}","thai kitchen","🌶"
"place_751","Pier 35","Two Bridges",40.70945,-73.98841,"{nature}","river pier swings","🌅"
"place_752","Uzuki","Greenpoint",40.72452,-73.95346,"{restaurant}","soba & tofu","🥢"
"place_753","Please Tell Me","Brooklyn",40.71465,-73.94407,"{bar}","burgers & beats","🎧"
"place_754","Othership Flatiron","Flatiron District",40.7404,-73.99244,"{selfcare}","wellness sanctuary","🧘"
"place_755","Emily","Brooklyn",40.68357,-73.96643,"{restaurant}","pizza and burgers","🍕"
"place_756","Hanoi House","East Village",40.72701,-73.98355,"{restaurant}","vietnamese pho","🍜"
"place_757","Japan Village","Greenwood Heights",40.6561,-74.00644,"{cafe,bar,bakery,restaurant}","japanese market","🏮"
"place_758","WINNER","Park Slope",40.66571,-73.98236,"{cafe,restaurant}","sourdough bakery","🥖"
"place_759","Mansions","Queens",40.71398,-73.92133,"{bar}","techno wine bar","🍷"
"place_760","maman","Flatiron District",40.74327,-73.99013,"{cafe,restaurant}","french bakery","🥖"
"place_761","The River Café","Manhattan",40.70383,-73.99479,"{bar,restaurant}","waterfront fine dining","🌊"
"place_762","Teak New York","Greenpoint",40.72442,-73.95443,"{shop}","scandi furniture","🪑"
"place_763","Village Vanguard","West Village",40.73603,-74.00165,"{night_club,bar}","jazz club","🎷"
"place_764","Lucia Pizza Of SoHo","SoHo",40.7214,-74.00437,"{restaurant}","thin-crust pizza","🍕"
"place_765","Sartiano's","SoHo",40.7248,-73.99865,"{restaurant}","upscale italian","🍝"
"place_766","BABA on Withers","Brooklyn",40.717,-73.95074,"{restaurant,night_club,bar}","backyard cafe","🌿"
"place_767","Crown Shy","Financial District",40.7062,-74.00752,"{bar,restaurant}","new american tasting","✨"
"place_768","Osamil Upstairs","Koreatown",40.74696,-73.98643,"{bar,restaurant}","cocktail lounge","🍸"
"place_769","Joe's Shanghai","Chinatown",40.71567,-73.9967,"{restaurant}","shanghainese dumplings","🥟"
"place_770","Momoya SoHo","Little Italy",40.72354,-73.99579,"{restaurant}","sushi & omakase","🍣"
"place_771","Estela","Little Italy",40.72464,-73.99474,"{restaurant}","michelin tasting","✨"
"place_772","Ludlow Flea","Lower East Side",40.72105,-73.98804,"{destination}","vintage treasures","👕"
"place_773","Roman's","Brooklyn",40.68963,-73.96954,"{bar,restaurant}","italian small plates","🍝"
"place_774","Designer Revival","Yorkville",40.77414,-73.95317,"{shop}","designer consignment","👜"
"place_775","Great NY Noodletown","Chinatown",40.71502,-73.99707,"{restaurant}","cantonese noodles","🥡"
"place_776","Noodle Village","Chinatown",40.71623,-73.99797,"{restaurant}","cantonese noodles","🥢"
"place_777","Osamil","Koreatown",40.74696,-73.98643,"{bar,restaurant}","korean gastropub","🍻"
"place_778","Momofuku Noodle Bar","East Village",40.72921,-73.98442,"{restaurant}","fusion ramen","🍜"
"place_779","Cocoron","Lower East Side",40.7203,-73.99305,"{restaurant}","soba house","🥢"
"place_780","Temple Bar","NoHo",40.72589,-73.99494,"{bar}","classic cocktails","🥃"
"place_781","Joe's Steam Rice Roll","SoHo",40.71897,-74.00068,"{restaurant}","rice roll stall","🥗"
"place_782","Mmuseumm","Chinatown",40.71747,-74.00271,"{culture}","micro-museum","🔍"
"place_783","Lai Rai","Chinatown",40.71721,-73.99314,"{bar}","vietnamese wine & ice cream","🍷"
"place_784","Neue Galerie New York","Upper East Side",40.78126,-73.96033,"{culture}","german-austrian art","🎨"
"place_785","K'Far","Brooklyn",40.7207,-73.95879,"{restaurant}","israeli kitchen","🫓"
"place_786","53","Midtown",40.76177,-73.97809,"{restaurant,night_club,bar}","asian fusion","🥢"
"place_787","RecCreate Collective","Brooklyn",40.69705,-73.96494,"{destination}","art workshop studio","🎨"
"place_788","The Battery","Financial District",40.70293,-74.01536,"{nature}","waterfront park","🌊"
"place_789","Grand Banks","Tribeca",40.7203,-74.01605,"{restaurant}","oyster boat deck","🦪"
"place_790","RH Rooftop Restaurant at RH New York","Meatpacking District",40.73985,-74.00639,"{restaurant}","rooftop dining","🌆"
"place_791","Angel","Queens",40.74721,-73.89091,"{restaurant}","north indian veggie","🍛"
"place_792","Barely Disfigured","Brooklyn",40.68311,-73.99272,"{bar}","bordello speakeasy","🍸"
"place_793","Punjabi Deli","East Village",40.72265,-73.98671,"{restaurant}","punjabi deli","🍛"
"place_794","Brooklyn Heights Promenade","Brooklyn Heights",40.69642,-73.99775,"{nature}","waterfront path","🌅"
"place_795","Mao Mao","Brooklyn",40.6958,-73.93346,"{restaurant}","underground thai","🏮"
"place_796","Kith Manhattan Temporary","NoHo",40.72589,-73.99659,"{shop}","sneakers & streetwear","👟"
"place_797","Koré Coffee","Chinatown",40.71618,-73.99709,"{cafe}","korean cafe","🍵"
"place_798","Breeze","Greenpoint",40.723,-73.95061,"{restaurant}","szechuan dining","🌶"
"place_799","Bedford Studio","West Village",40.73115,-74.00451,"{cafe,bakery}","cafe & workspace","☕"
"place_800","Takahachi Bakery","Tribeca",40.71378,-74.00853,"{bakery}","japanese bakery","🥖"
"place_801","SORBARA’S","Brooklyn",40.71518,-73.96488,"{shop}","designer vintage","👕"
"place_802","Magic Hour Rooftop Bar & Lounge","Garment District",40.75249,-73.98932,"{night_club,bar,restaurant}","rooftop mini-golf","🎪"
"place_803","citizenM New York Bowery hotel","Lower East Side",40.72072,-73.99348,"{lodging}","hotel & rooftop","🏨"
"place_804","Abbode","Little Italy",40.72362,-73.99371,"{shop}","vintage boutique","🎁"
"place_805","The Ten Bells","Lower East Side",40.71783,-73.98985,"{bar,restaurant}","wine & tapas","🍷"
"place_806","The Box","Lower East Side",40.72188,-73.99221,"{night_club}","burlesque nightclub","💃"
"place_807","Fabrique Artisan Bakery","West Village",40.74045,-74.00475,"{bakery}","swedish bakery","🥖"
"place_808","McNally Jackson Books Seaport","Financial District",40.70642,-74.00354,"{book_store,shop}","two-floor books","📚"
"place_809","Bakeri","Greenpoint",40.73438,-73.95752,"{bakery}","neighborhood bakery","🥖"
"place_810","Bacàn","Brooklyn",40.71587,-73.96417,"{cafe,bar,restaurant}","italian cafe-bar","🍝"
"place_811","Tolo","Chinatown",40.71434,-73.99051,"{restaurant}","noodles & oysters","🍜"
"place_812","SoJo Spa Club",,40.81876,-73.97948,"{selfcare}","korean spa","🧖"
"place_813","TALEA Beer Co - Williamsburg","Brooklyn",40.71874,-73.9482,"{cafe,bar,restaurant}","woman-owned brewery","🍺"
"place_814","Remi Flower & Coffee","Turtle Bay",40.75364,-73.96923,"{cafe}","floral cafe","🌸"
